City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
356,Devils Lake,US,48.11,-98.87,42.8,75,1,16.11,clear sky
357,Gao,ML,16.64,1.64,82.72,15,1,11.61,clear sky
358,Airai,TL,-8.93,125.41,61.93,68,0,2.04,clear sky
359,Luena,AO,-11.78,19.92,65.39,87,72,9.31,light rain
360,Zhigansk,RU,66.77,123.37,-13.54,90,89,3.27,overcast clouds
361,East Wenatchee Bench,US,47.43,-120.28,46.0,70,1,9.17,clear sky
362,Yingcheng,CN,30.95,113.55,57.2,87,0,4.47,clear sky
363,Sicamous,CA,50.83,-118.99,39.2,69,1,1.12,clear sky
364,Klaksvik,FO,62.23,-6.59,48.2,100,100,19.46,light rain
365,Dilla,ET,6.41,38.31,62.87,81,75,4.7,broken clouds
366,Itaituba,BR,-4.28,-55.98,86.0,66,40,1.88,scattered clouds
367,Kabalo,CD,-6.05,26.92,72.27,96,64,3.33,broken clouds
368,Waipawa,NZ,-41.41,175.52,60.8,93,62,12.75,broken clouds
369,Pisco,PE,-13.7,-76.22,66.99,88,90,8.05,overcast clouds
370,Marsh Harbour,BS,26.54,-77.06,79.23,77,97,20.8,overcast clouds
371,Christchurch,NZ,-43.53,172.63,55.99,87,93,11.41,overcast clouds
372,La Reforma,MX,25.08,-108.05,88.0,59,0,10.0,clear sky
373,Hofn,IS,64.25,-15.21,39.2,64,20,25.28,shower rain
374,Trindade,BR,-16.65,-49.49,93.2,30,40,5.82,scattered clouds
375,Iwanai,JP,42.97,140.51,51.94,82,42,8.19,light rain
376,China,MX,25.7,-99.23,78.24,49,0,3.71,clear sky
377,Pudozh,RU,61.81,36.53,37.51,81,81,6.42,broken clouds
378,Amga,RU,60.9,131.96,0.37,92,100,2.15,overcast clouds
379,Labuhan,ID,-6.88,112.21,78.84,85,76,9.51,broken clouds
380,Raga,SS,8.46,25.68,79.47,39,71,1.72,broken clouds
381,Kyra,RU,49.58,111.98,17.37,80,16,17.49,few clouds
382,Lermontovka,RU,47.15,134.34,30.43,97,12,2.53,few clouds
383,Ivanava,BY,52.15,25.54,49.15,88,92,10.2,overcast clouds
384,Egvekinot,RU,66.32,-179.17,25.88,97,99,7.87,overcast clouds
385,Nemuro,JP,43.32,145.57,55.74,75,96,23.4,overcast clouds
386,Arlit,NE,18.74,7.39,81.45,15,2,16.75,clear sky
387,Alice Springs,AU,-23.7,133.88,68.0,16,91,6.93,overcast clouds
388,Pincher Creek,CA,49.48,-113.95,37.4,93,100,4.7,overcast clouds
389,Plouzane,FR,48.38,-4.62,55.4,76,0,9.17,clear sky
390,Shimoda,JP,34.67,138.95,59.0,79,88,1.01,overcast clouds
391,Narsaq,GL,60.92,-46.05,26.6,86,90,4.7,snow
392,Port-Cartier,CA,50.03,-66.87,42.01,73,26,3.36,scattered clouds
393,Tiarei,PF,-17.53,-149.33,80.6,74,20,14.99,few clouds
394,Pishin,PK,30.58,67.0,45.75,53,1,1.12,clear sky
395,Coquimbo,CL,-29.95,-71.34,60.8,72,20,13.87,few clouds
396,Ketchikan,US,55.34,-131.65,37.4,80,75,12.75,broken clouds
397,Saquena,PE,-4.67,-73.52,94.23,45,84,2.73,broken clouds
398,Kolpny,RU,52.23,37.04,45.36,75,96,17.13,light rain
399,Port Elizabeth,ZA,-33.92,25.57,59.0,87,75,16.11,broken clouds
400,Peniche,PT,39.36,-9.38,60.01,84,100,8.99,overcast clouds
401,Puerto Escondido,MX,15.85,-97.07,84.2,70,75,6.82,broken clouds
402,Guiratinga,BR,-16.35,-53.76,92.53,32,47,2.21,scattered clouds
403,Inta,RU,66.03,60.17,31.87,95,100,3.53,overcast clouds
404,Kaabong,UG,3.48,34.15,73.09,57,99,13.98,overcast clouds
405,Port Moresby,PG,-9.44,147.18,77.0,94,90,6.93,light rain
406,Andenes,NO,69.31,16.12,42.8,70,75,35.57,broken clouds
407,Dingle,PH,11.0,122.67,76.19,89,91,5.97,light rain
408,Jinchang,CN,38.5,102.17,41.92,49,5,9.55,clear sky
409,Tura,IN,25.52,90.22,62.65,82,0,4.54,clear sky
410,Kisangani,CD,0.52,25.2,72.28,94,99,2.08,light rain
411,Havre-Saint-Pierre,CA,50.23,-63.6,37.4,100,40,2.24,scattered clouds
412,Vostok,RU,46.49,135.88,30.65,99,66,3.0,broken clouds
413,Batticaloa,LK,7.71,81.69,81.27,79,4,6.2,light rain
414,Komsomolskiy,UZ,40.43,71.72,48.2,34,2,4.7,clear sky
415,Las Lomas,PA,8.43,-82.4,80.6,74,40,9.17,shower rain
416,Pemangkat,ID,1.17,108.97,80.31,77,100,3.11,overcast clouds
417,Flinders,AU,-34.58,150.86,59.0,86,84,1.01,broken clouds
418,Carballo,ES,43.21,-8.69,57.2,93,0,1.61,light rain
419,Erenhot,CN,43.65,111.98,34.59,70,14,15.32,few clouds
420,Arambagh,IN,22.88,87.78,68.38,51,0,6.62,clear sky
421,Naze,JP,28.37,129.48,77.0,100,20,4.7,few clouds
422,Fortuna,US,40.6,-124.16,53.01,93,75,5.82,broken clouds
423,Boden,SE,65.83,21.69,48.2,57,0,19.46,clear sky
424,Villa Rica,US,33.73,-84.92,72.0,52,1,3.36,clear sky
425,Banff,CA,51.18,-115.57,30.2,68,18,5.82,few clouds
426,Vidim,RU,56.41,103.11,5.29,93,54,2.37,broken clouds
427,Yamada,JP,39.47,141.95,52.02,67,6,6.26,clear sky
428,Punta Alta,AR,-38.88,-62.07,74.82,33,0,15.66,clear sky
429,Constitucion,CL,-35.33,-72.42,64.76,48,0,15.01,clear sky
430,Makat,KZ,47.65,53.35,50.9,51,100,13.65,overcast clouds
431,Ekibastuz,KZ,51.67,75.37,42.33,62,72,8.05,broken clouds
432,Berlevag,NO,70.86,29.09,33.8,77,75,25.28,broken clouds
433,Iquitos,PE,-3.75,-73.25,77.0,83,75,12.75,heavy intensity rain
434,Campoverde,PE,-8.48,-74.81,91.4,59,75,9.17,broken clouds
435,Mumford,GH,5.26,-0.76,79.9,87,68,9.51,broken clouds
436,Puerto Princesa,PH,9.74,118.74,78.51,82,97,3.83,light rain
437,Marsa Matruh,EG,31.35,27.25,69.8,60,40,10.29,scattered clouds
438,Hay River,CA,60.82,-115.8,14.0,85,75,11.41,light snow
439,Corbelia,BR,-24.8,-53.31,91.4,33,0,16.11,clear sky
440,Anchorage,US,61.22,-149.9,23.0,79,90,3.36,light snow
441,Houma,US,29.6,-90.72,80.01,54,40,11.41,scattered clouds
442,Marfino,RU,55.7,37.38,70.99,75,40,15.66,scattered clouds
443,Dalbandin,PK,28.89,64.41,58.26,28,8,2.98,clear sky
444,Port Hedland,AU,-20.32,118.57,77.0,83,0,10.29,clear sky
445,Trat,TH,12.5,102.5,74.97,85,46,4.99,scattered clouds
446,Mali,GN,12.08,-12.3,93.2,52,0,6.93,clear sky
447,Bani,DO,18.28,-70.33,87.8,66,75,6.93,broken clouds
448,Sobolevo,RU,54.43,31.9,43.68,78,83,10.04,broken clouds
449,Bathsheba,BB,13.22,-59.52,87.8,70,40,17.22,scattered clouds
450,Srednekolymsk,RU,67.45,153.68,5.0,94,100,11.5,overcast clouds
451,Nampula,MZ,-15.12,39.27,84.0,48,0,9.17,clear sky
452,Kwinana,AU,-32.25,115.77,64.99,63,32,11.41,scattered clouds
453,Jiayuguan,CN,39.82,98.3,34.99,61,8,3.24,clear sky
454,Newport,GB,51.59,-3.0,48.99,83,0,12.01,clear sky
455,Verkhnevilyuysk,RU,63.45,120.32,-3.01,91,98,3.83,overcast clouds
456,Biltine,TD,14.53,20.92,81.43,16,0,10.02,clear sky
457,Smoljan,ME,43.09,19.23,38.93,98,61,4.14,broken clouds
458,Kalininsk,RU,51.5,44.48,41.83,95,100,14.88,overcast clouds
459,Makakilo City,US,21.35,-158.09,75.2,88,1,6.6,clear sky
460,Chapais,CA,49.78,-74.85,37.4,100,90,8.05,fog
461,Mookane,BW,-23.69,26.66,86.16,26,1,3.44,clear sky
462,Oshawa,CA,43.9,-78.85,66.99,67,1,6.93,clear sky
463,Fontaine,FR,45.2,5.68,55.0,81,0,4.7,clear sky
464,Bukachacha,RU,52.98,116.92,18.64,93,53,2.68,broken clouds
465,La Trinitaria,MX,16.12,-92.05,65.75,98,100,1.23,light rain
466,Mehamn,NO,71.04,27.85,42.8,75,75,32.21,shower rain
467,Muisne,EC,0.6,-80.03,84.2,74,20,10.29,few clouds
468,Kurchaloy,RU,43.2,46.09,50.0,66,0,8.95,clear sky
469,Graham,US,47.05,-122.29,46.99,93,1,9.01,clear sky
470,Abha,SA,18.22,42.51,60.8,87,0,4.7,clear sky
471,Baykit,RU,61.67,96.37,-0.04,88,97,1.74,overcast clouds
472,Ottawa,CA,45.41,-75.7,62.01,62,90,12.75,overcast clouds
473,Sakakah,SA,29.97,40.21,69.8,35,0,5.91,clear sky
474,Altagracia De Orituco,VE,9.86,-66.38,83.17,70,47,4.34,light rain
475,Kurilsk,RU,45.23,147.88,50.0,71,96,12.97,light rain
476,Luwuk,ID,-0.95,122.79,78.46,76,19,4.29,few clouds
477,Aniva,RU,46.71,142.53,35.6,93,90,8.95,fog
478,Gobabis,NA,-22.45,18.97,82.72,15,13,9.22,few clouds
479,Finnsnes,NO,69.23,17.98,41.0,75,75,25.28,broken clouds
480,Vestmannaeyjar,IS,63.44,-20.27,35.6,93,75,20.8,broken clouds
481,Mount Isa,AU,-20.73,139.5,71.6,13,0,8.05,clear sky
482,Sisimiut,GL,66.94,-53.67,15.64,87,100,13.69,overcast clouds
483,Luchegorsk,RU,46.48,134.26,33.71,92,42,4.94,scattered clouds
484,Strezhevoy,RU,60.73,77.59,33.8,98,90,8.95,overcast clouds
485,North Platte,US,41.12,-100.77,75.99,24,1,10.29,clear sky
486,Kalanguy,RU,51.02,116.52,19.22,92,78,10.51,broken clouds
487,Toucheng,TW,24.86,121.82,82.0,99,95,14.07,overcast clouds
488,Chase,CA,50.82,-119.69,39.2,69,0,1.12,clear sky
489,Manali,IN,13.17,80.27,82.4,94,40,2.24,mist
490,Kalat,PK,29.02,66.59,48.18,41,49,0.6,scattered clouds
491,Puerto Ayacucho,VE,5.66,-67.62,88.57,63,10,4.54,light rain
492,Bama,NG,11.52,13.69,79.74,21,38,10.09,scattered clouds
493,Dedovichi,RU,57.55,29.95,43.81,83,30,9.73,scattered clouds
494,Isiro,CD,2.77,27.62,71.15,91,100,0.51,light rain
495,Ambilobe,MG,-13.2,49.05,75.99,74,21,5.06,few clouds
496,Moose Factory,CA,51.26,-80.61,41.0,80,90,9.17,overcast clouds
497,Alyth,GB,56.62,-3.23,48.2,93,40,1.03,fog
498,Kropotkin,RU,45.44,40.58,48.0,74,47,8.88,scattered clouds
499,Campbell River,CA,50.02,-125.24,42.8,70,20,13.87,few clouds
500,Muros,ES,42.78,-9.06,57.0,94,100,3.0,light rain
501,Kochi,IN,9.94,76.26,80.6,83,40,2.64,mist
502,Sonoita,MX,31.85,-112.83,84.0,20,99,11.68,overcast clouds
503,Urzhum,RU,57.11,50.0,38.86,94,99,3.4,light rain
504,Fallon,US,39.47,-118.78,68.0,17,1,5.55,clear sky
505,Zhigalovo,RU,54.81,105.16,8.92,92,80,3.87,broken clouds
506,Barcelos,PT,41.54,-8.62,60.8,82,40,10.29,scattered clouds
507,San Ramon,US,37.78,-121.98,57.99,47,1,11.41,clear sky
508,Ilheus,BR,-14.79,-39.05,80.6,83,75,6.93,broken clouds
509,Linjiang,CN,41.81,126.91,41.25,86,36,3.18,scattered clouds
510,Payo,ID,-3.75,103.64,73.29,93,100,1.9,light rain
511,Cabras,IT,39.93,8.53,61.32,75,2,2.46,clear sky
512,Cheney,US,47.49,-117.58,42.8,100,90,11.41,overcast clouds
513,Kampong Thum,KH,12.71,104.89,75.24,97,100,1.68,light rain
514,Safford,US,32.83,-109.71,75.2,15,1,12.75,clear sky
515,Rochester,US,43.15,-77.62,71.01,43,40,14.99,scattered clouds
516,Grieskirchen,AT,48.23,13.83,39.99,84,0,4.38,clear sky
517,Hasaki,JP,35.73,140.83,51.8,87,75,2.24,broken clouds
518,New Plymouth,NZ,-39.07,174.08,59.0,95,95,1.01,light rain
519,Dicabisagan,PH,17.08,122.42,76.89,86,27,2.44,scattered clouds
520,Chota,PE,-6.55,-78.65,73.4,31,40,4.7,scattered clouds
521,Lata,PT,40.16,-8.33,59.0,93,100,4.0,light rain
522,Tezu,IN,27.92,96.17,66.09,40,0,4.05,clear sky
523,Gornopravdinsk,RU,60.05,69.9,34.41,95,100,5.73,overcast clouds
524,Shepsi,RU,44.04,39.15,53.83,67,18,17.16,few clouds
525,Maceio,BR,-9.67,-35.74,86.0,66,40,10.29,scattered clouds
526,Kununurra,AU,-15.77,128.73,78.8,83,77,9.17,light rain
527,Artyom,AZ,40.47,50.33,60.8,77,0,11.41,clear sky
528,Mayor Pablo Lagerenza,PY,-19.93,-60.77,107.28,12,1,5.48,clear sky
529,Palmer,US,42.16,-72.33,71.01,42,20,6.93,few clouds
530,Bonnyville,CA,54.27,-110.73,24.8,62,20,13.87,few clouds
531,Grand-Lahou,CI,5.14,-5.02,80.13,86,48,8.84,scattered clouds
532,Tamale,GH,9.4,-0.84,89.46,30,7,3.04,clear sky
533,Vao,NC,-22.67,167.48,75.06,82,0,12.1,clear sky
534,Harnosand,SE,62.63,17.94,53.6,62,100,10.29,overcast clouds
535,West Bay,KY,19.37,-81.42,79.0,88,75,11.41,broken clouds
536,Kudal,IN,16.03,73.68,76.73,57,0,5.28,clear sky
537,Pitsunda,GE,43.16,40.34,59.0,77,75,8.95,broken clouds
538,Kostomuksha,RU,64.57,30.58,42.87,80,100,14.18,overcast clouds
539,Whitehorse,CA,60.72,-135.05,1.4,77,90,2.24,light snow
540,Panaba,MX,21.28,-88.27,81.82,78,98,16.82,light rain
541,Codrington,AU,-38.27,141.97,48.56,78,79,10.85,broken clouds
542,Troitskoye,RU,52.98,84.68,37.11,76,100,8.57,overcast clouds
543,La Asuncion,VE,11.03,-63.86,96.8,47,71,17.22,broken clouds
544,Pangnirtung,CA,66.15,-65.71,19.4,57,90,3.36,overcast clouds
545,Jingdezhen,CN,29.29,117.21,58.66,82,0,2.84,light rain
546,La Ronge,CA,55.1,-105.28,19.4,85,89,3.36,light snow
547,Zeya,RU,53.75,127.27,20.84,95,100,2.13,overcast clouds
548,Khandyga,RU,62.67,135.6,-13.16,85,0,2.73,clear sky
549,Kaiyuan,CN,23.7,103.3,60.08,83,85,2.15,overcast clouds
550,Moron,AR,-34.65,-58.62,77.0,41,40,10.29,scattered clouds
551,Cordoba,AR,-31.41,-64.18,84.2,23,0,14.99,clear sky
552,Rorvik,NO,64.86,11.24,48.2,100,75,25.28,broken clouds
553,Mastic Beach,US,40.77,-72.85,66.99,68,1,10.29,clear sky
554,Saint Anthony,US,45.02,-93.22,73.4,35,1,12.75,clear sky
555,Zhezkazgan,KZ,47.8,67.71,40.53,50,65,8.5,broken clouds
556,Pirovskoye,RU,57.63,92.27,21.6,98,99,6.06,overcast clouds
557,Izyum,UA,49.21,37.25,45.19,77,71,17.43,broken clouds
558,Linhares,BR,-19.39,-40.07,81.34,72,78,6.11,light rain
559,Qiryat Gat,IL,31.61,34.76,66.0,72,18,2.39,few clouds
560,Bratsk,RU,56.13,101.61,1.4,84,68,4.52,broken clouds
561,Atlantic City,US,39.36,-74.42,66.2,72,1,3.36,clear sky
562,Puerto Asis,CO,0.51,-76.5,91.4,63,75,4.7,broken clouds
563,Shamary,RU,57.34,58.22,36.93,94,100,6.73,overcast clouds
564,Korla,CN,41.76,86.15,39.36,60,80,4.36,broken clouds
565,Esso,RU,55.93,158.7,12.51,88,44,3.69,scattered clouds
566,Leeston,NZ,-43.77,172.3,55.99,93,58,6.6,broken clouds
567,Tortona,IT,44.9,8.86,57.0,85,0,1.57,clear sky
568,Niono,ML,14.25,-5.99,92.16,17,15,7.49,few clouds
569,Snasa,NO,64.25,12.38,48.2,93,75,20.8,broken clouds
570,Amuntai,ID,-2.42,115.25,71.56,98,61,2.21,broken clouds
571,Maragogi,BR,-9.01,-35.22,82.13,73,77,11.81,broken clouds
572,Gat,IL,31.61,34.76,66.0,72,5,1.57,clear sky
573,Mawlaik,MM,23.63,94.42,69.82,83,0,1.03,clear sky
574,Azare,NG,11.68,10.19,79.45,18,6,8.43,clear sky
575,Avera,US,33.19,-82.53,77.0,53,40,10.29,scattered clouds
576,Lensk,RU,60.73,114.93,-2.69,89,95,4.32,overcast clouds
577,Jiaojiang,CN,28.68,121.44,66.99,94,12,5.73,few clouds
578,Bone,DE,51.97,12.14,50.0,92,7,1.01,clear sky
579,Sabaudia,IT,41.3,13.03,61.0,76,20,3.0,few clouds
580,Vila Franca Do Campo,PT,37.72,-25.43,62.6,63,20,13.87,few clouds
581,Basco,PH,20.45,121.97,80.01,82,5,11.88,clear sky
582,Namatanai,PG,-3.67,152.43,80.35,79,89,7.83,light rain
583,Teseney,ER,15.11,36.66,83.34,19,15,8.77,few clouds
584,Winnemucca,US,40.97,-117.74,64.4,15,1,7.65,clear sky
585,Kalmar,SE,56.66,16.36,53.6,87,0,3.36,clear sky
586,Aykhal,RU,66.0,111.5,3.2,84,90,4.47,light snow
587,Evensk,RU,61.95,159.23,10.58,90,100,7.78,overcast clouds
588,Eucaliptus,BO,-17.58,-67.52,71.6,13,40,10.29,scattered clouds
589,Ngunguru,NZ,-35.62,174.5,57.99,96,65,3.98,broken clouds
590,Kidal,ML,18.44,1.41,81.66,15,6,12.26,clear sky
591,Westlock,CA,54.15,-113.87,28.0,86,90,4.7,overcast clouds
592,Lida,BY,53.88,25.3,47.48,95,53,9.26,broken clouds
593,Boli,CN,45.77,130.52,38.39,72,18,8.34,few clouds
594,Mackenzie,CA,55.3,-123.17,26.6,92,90,4.7,overcast clouds
595,Tralee,IE,52.27,-9.7,50.0,81,90,6.93,overcast clouds
596,Conakry,GN,9.54,-13.68,89.6,66,20,6.93,few clouds
597,Valkeala,FI,60.94,26.8,46.4,87,0,10.29,clear sky
598,Belaya Gora,RU,68.53,146.42,-9.02,91,88,5.48,overcast clouds
599,Trincomalee,LK,8.57,81.23,82.35,77,12,8.12,light rain
600,Chulumani,BO,-16.41,-67.53,79.07,38,74,5.79,broken clouds
601,Miramar,US,25.99,-80.23,84.0,74,40,12.75,scattered clouds
602,Caravelas,BR,-17.71,-39.25,82.33,70,46,10.78,light rain
603,Pizarro,CO,4.95,-77.37,80.15,75,73,10.54,broken clouds
604,Tolaga Bay,NZ,-38.37,178.3,60.1,86,49,3.24,scattered clouds
605,Henties Bay,NA,-22.12,14.28,60.01,90,4,5.01,clear sky
606,Ust-Maya,RU,60.42,134.53,0.61,93,99,0.92,overcast clouds
607,Rivne,UA,50.62,26.23,48.0,98,100,10.0,overcast clouds
608,Staryy Nadym,RU,65.61,72.68,32.7,97,100,9.57,overcast clouds
609,Birjand,IR,32.87,59.22,55.4,11,0,6.93,clear sky
610,Pendleton,US,45.67,-118.79,46.4,93,90,10.29,moderate rain
611,Bandarbeyla,SO,9.49,50.81,75.6,74,61,10.6,broken clouds
612,Maxixe,MZ,-23.86,35.35,80.01,88,0,12.75,clear sky
613,Luganville,VU,-15.53,167.17,78.21,82,90,1.72,overcast clouds
614,Casas Grandes,MX,30.37,-107.95,75.25,21,85,12.35,overcast clouds
615,Santiago,CL,-33.46,-70.65,84.0,29,20,6.93,few clouds
616,Lopatyn,UA,50.22,24.85,45.52,86,100,11.48,overcast clouds
617,Sioux Lookout,CA,50.1,-91.92,42.8,75,90,5.82,smoke
618,San Cristobal,VE,7.77,-72.22,89.6,46,40,14.99,scattered clouds
619,Bundaberg,AU,-24.85,152.35,64.0,82,1,6.93,clear sky
620,Kabanjahe,ID,3.1,98.49,64.18,97,100,2.53,overcast clouds
621,Mon,IN,26.75,95.1,60.04,90,0,3.33,clear sky
622,Nova Bystrice,CZ,49.02,15.1,36.0,91,1,1.61,clear sky
623,Adzope,CI,6.11,-3.86,77.2,92,71,3.38,moderate rain
624,Cooma,AU,-36.23,149.13,44.6,93,90,12.75,overcast clouds
625,Glace Bay,CA,46.2,-59.96,60.01,77,90,16.11,overcast clouds
626,Rawson,AR,-43.3,-65.1,60.48,51,0,16.37,clear sky
627,Keetmanshoop,NA,-26.58,18.13,84.2,28,89,10.29,overcast clouds
628,Filadelfia,US,39.95,-75.16,72.0,43,1,11.41,clear sky
629,Melekhovo,RU,56.28,41.29,39.67,80,96,9.69,overcast clouds
630,Abalak,RU,58.13,68.59,39.0,94,100,8.21,overcast clouds
631,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,23.0,92,32,4.47,scattered clouds
632,Ashtian,IR,34.52,50.0,38.97,68,63,1.5,broken clouds
633,Den Helder,NL,52.96,4.76,51.01,87,75,6.93,broken clouds
634,Kathu,TH,7.92,98.33,84.99,88,20,2.24,few clouds
635,Klyuchi,RU,52.27,79.17,39.16,72,63,7.25,broken clouds
636,Gisborne,NZ,-38.65,178.0,55.0,99,72,1.99,broken clouds
637,Sorland,NO,67.67,12.69,46.4,75,75,27.51,shower rain
638,Tete,MZ,-16.16,33.59,96.8,23,20,3.36,few clouds
639,Rocha,UY,-34.48,-54.33,70.99,71,68,10.6,light rain
640,Hazaribag,IN,23.98,85.35,59.86,53,0,3.69,clear sky
641,Bilma,NE,18.69,12.92,72.48,21,15,6.44,few clouds
642,Sulangan,PH,11.14,123.72,83.07,77,99,16.98,moderate rain
643,Tsumeb,NA,-19.23,17.72,84.18,15,0,9.28,clear sky
644,Dehui,CN,44.53,125.7,41.0,30,40,4.47,scattered clouds
645,Batsfjord,NO,70.63,29.72,33.8,85,75,25.28,broken clouds
646,Manbij,SY,36.53,37.95,57.2,87,75,2.24,broken clouds
647,Paita,PE,-5.09,-81.11,75.2,60,0,13.87,clear sky
648,Vanavara,RU,60.34,102.28,-4.22,91,0,3.98,clear sky
649,Rongcheng,CN,30.63,117.85,59.16,67,0,1.1,light rain
650,Todos Santos,MX,23.45,-110.22,82.0,78,0,1.01,clear sky
651,Aasiaat,GL,68.71,-52.87,6.26,91,49,16.8,scattered clouds
652,Victor Harbor,AU,-35.57,138.62,55.0,82,29,8.23,scattered clouds
653,Mercedes,AR,-34.65,-59.43,81.0,40,41,5.99,scattered clouds
654,Zhanakorgan,KZ,43.91,67.25,48.76,37,23,8.1,few clouds
655,Shirokiy,RU,49.76,129.52,24.28,98,94,3.15,overcast clouds
656,Sangar,RU,63.92,127.47,-3.19,90,99,0.72,overcast clouds
657,Ust-Ilimsk,RU,58.0,102.66,1.71,93,40,3.83,scattered clouds
658,Rio Gallegos,AR,-51.62,-69.22,59.0,30,40,11.41,scattered clouds
659,Carroll,US,39.55,-77.02,72.0,37,1,5.82,clear sky
660,Pietarsaari,FI,63.65,22.68,51.8,71,0,13.87,clear sky
661,Myrtle Beach,US,33.69,-78.89,75.0,83,40,11.41,scattered clouds
662,Adrar,MR,20.5,-10.07,90.79,18,38,4.85,scattered clouds
663,Manokwari,ID,-0.87,134.08,80.49,75,100,6.4,overcast clouds
664,Lorengau,PG,-2.02,147.27,80.71,79,100,8.46,overcast clouds
665,Mildura,AU,-34.2,142.15,51.8,71,0,6.93,clear sky
666,Dhidhdhoo,MV,6.88,73.1,83.79,72,91,5.7,overcast clouds
667,Nishihara,JP,26.18,127.76,77.0,94,20,3.36,few clouds
668,Garowe,SO,8.41,48.48,78.58,51,21,15.86,few clouds
669,Maralal,KE,1.1,36.7,62.53,88,100,8.32,light rain
670,Marzuq,YE,14.4,46.47,64.54,57,0,4.16,clear sky
671,Zamania,IN,25.43,83.57,67.1,40,0,3.65,clear sky
672,Zharkovskiy,RU,55.85,32.27,42.31,77,82,8.3,broken clouds
673,Dongsheng,CN,39.82,109.98,32.81,77,0,13.98,clear sky
674,Jadu,LY,31.95,12.03,61.9,67,0,8.21,clear sky
675,Batagay-Alyta,RU,67.8,130.41,-14.96,87,84,0.78,broken clouds
676,Pailon,BO,-17.65,-62.75,98.6,41,0,9.17,smoke
677,Batagay,RU,67.63,134.63,-25.58,84,1,1.19,clear sky
678,Portland,US,45.52,-122.68,48.2,93,90,9.17,overcast clouds
679,Road Town,VG,18.42,-64.62,86.0,66,40,8.05,scattered clouds
680,Merano,IT,46.67,11.16,48.99,93,0,1.12,clear sky
681,Desaguadero,PE,-16.57,-69.04,60.4,30,0,15.64,clear sky
682,Agbor,NG,6.25,6.19,79.45,70,47,1.54,scattered clouds
683,Jalu,LY,29.03,21.55,69.73,51,99,7.23,overcast clouds
